Sector Code - Calculated,Transaction Year - Calculated,Recipient Name,Reporting Organisation Narrative,x_transaction_value_usd_Sum
13020,2019,"Africa, regional",Ipas,3367244.604
13020,2019,"Africa, regional","Ministry of Foreign Affairs, Denmark",22485000
13020,2019,"Africa, regional",Rutgers,3733902.061
13020,2019,"Africa, regional",Sweden,2346087.416
13020,2019,"Africa, regional",The Open University,251665.874
13020,2019,"Africa, regional",U.S. Agency for International Development,12577569.27
13020,2019,"Africa, regional",Women's Refugee Commission,1122
13020,2019,Albania,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Albania,UNICEF,
13020,2019,Algeria,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Algeria,UNICEF,66398.76
13020,2019,"America, regional","Foreign Affairs, Trade and Development Canada (DFATD)",1693111.68
13020,2019,"America, regional",U.S. Agency for International Development,4464388.73
13020,2019,Angola,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Angola,UNICEF,2553130.83
13020,2019,Angola,World Bank,5955220.06
13020,2019,Antigua and Barbuda,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Antigua and Barbuda,World Health Organization,37075.5
13020,2019,Argentina,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Argentina,Bill and Melinda Gates Foundation,396731.28
13020,2019,Argentina,International Development Research Centre,8714.2011
13020,2019,Argentina,UNICEF,1759592.43
13020,2019,Argentina,World Bank,-13056118.8
13020,2019,Argentina,World Health Organization,1573.4
13020,2019,Armenia,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Armenia,UNICEF,203334.219
13020,2019,Armenia,U.S. Agency for International Development,170619.5
13020,2019,Armenia,World Bank,-38300.3
13020,2019,"Asia, regional",Bill and Melinda Gates Foundation,265505.0308
13020,2019,"Asia, regional","Foreign Affairs, Trade and Development Canada (DFATD)",1994591.68
13020,2019,"Asia, regional",International Planned Parenthood Federation,1704304.282
13020,2019,"Asia, regional",Ipas,1175475
13020,2019,"Asia, regional","Ministry of Foreign Affairs, Denmark",277315
13020,2019,"Asia, regional",Rutgers,3733902.061
13020,2019,"Asia, regional",The Open University,125832.937
13020,2019,"Asia, regional",U.S. Agency for International Development,2560288.98
13020,2019,Australia,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Austria,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Azerbaijan,UNICEF,74695.923
13020,2019,Bangladesh,Action Against Hunger,9131655.895
13020,2019,Bangladesh,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Bangladesh,Bill and Melinda Gates Foundation,3594712.77
13020,2019,Bangladesh,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),479119.132
13020,2019,Bangladesh,dance4life,357621.9944
13020,2019,Bangladesh,Diakonia,93403.8
13020,2019,Bangladesh,"Foreign Affairs, Trade and Development Canada (DFATD)",4550551.198
13020,2019,Bangladesh,"Foreign, Commonwealth and Development Office",6470936.546
13020,2019,Bangladesh,Ipas,1950245.699
13020,2019,Bangladesh,LAMB Health Care Foundation,12557
13020,2019,Bangladesh,Ministry of Foreign Affairs of the Netherlands,1518093.147
13020,2019,Bangladesh,MSI Reproductive Choices,6311894.638
13020,2019,Bangladesh,New Zealand Ministry of Foreign Affairs and Trade,1510034.108
13020,2019,Bangladesh,Norad - Norwegian Agency for Development Cooperation,112586.354
13020,2019,Bangladesh,Options Consultancy Services,515339.3553
13020,2019,Bangladesh,Plan International Netherlands,224322.6113
13020,2019,Bangladesh,Population Services and Training Center (PSTC),1133652.294
13020,2019,Bangladesh,Rutgers,4222303.435
13020,2019,Bangladesh,Stichting Simavi,1373578.986
13020,2019,Bangladesh,Sweden,1711847.812
13020,2019,Bangladesh,UNICEF,13892490.59
13020,2019,Bangladesh,U.S. Agency for International Development,49683676.29
13020,2019,Bangladesh,World Bank,5605185.06
13020,2019,Bangladesh,Y Care International,8061.052909
13020,2019,Bangladesh,Young Women's Christian Association of Bangladesh,53233.66863
13020,2019,Barbados,World Health Organization,4348
13020,2019,Belarus,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Belarus,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),394103.1825
13020,2019,Belgium,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Belize,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Belize,UNICEF,402685.304
13020,2019,Belize,World Health Organization,14010.2
13020,2019,Benin,AFD,3350740.559
13020,2019,Benin,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Benin,Cordaid,416546.0901
13020,2019,Benin,Directorate-general Development Cooperation and Humanitarian Aid,196881.987
13020,2019,Benin,"Foreign Affairs, Trade and Development Canada (DFATD)",2957780.086
13020,2019,Benin,International Development Research Centre,76597.83897
13020,2019,Benin,Memisa Belgique asbl,178152.8606
13020,2019,Benin,Ministry of Foreign Affairs of the Netherlands,19692938.55
13020,2019,Benin,Nuffic,202122.0608
13020,2019,Benin,Sweden,83588.02441
13020,2019,Benin,UNICEF,961906.27
13020,2019,Benin,U.S. Agency for International Development,7577775.04
13020,2019,Bhutan,UNICEF,254997.16
13020,2019,Bolivia (Plurinational State of),dance4life,357621.9944
13020,2019,Bolivia (Plurinational State of),Diakonia,
13020,2019,Bolivia (Plurinational State of),European Commission - International Partnerships,209457.9254
13020,2019,Bolivia (Plurinational State of),"Foreign Affairs, Trade and Development Canada (DFATD)",12949.16896
13020,2019,Bolivia (Plurinational State of),Sweden,2280057.953
13020,2019,Bolivia (Plurinational State of),UNICEF,4221373.328
13020,2019,Bolivia (Plurinational State of),World Health Organization,511951.7
13020,2019,Bosnia and Herzegovina,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Bosnia and Herzegovina,Swiss Agency for Development and Cooperation (SDC),52329.6
13020,2019,Botswana,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Brazil,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Brazil,Plan International Netherlands,123382.737
13020,2019,Brazil,UNICEF,455440.834
13020,2019,Brazil,World Bank,-8442675.61
13020,2019,Brazil,World Health Organization,401204.1
13020,2019,Bulgaria,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Bulgaria,UNICEF,134233.528
13020,2019,Burkina Faso,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Burkina Faso,Bill and Melinda Gates Foundation,3820134.45
13020,2019,Burkina Faso,Directorate-general Development Cooperation and Humanitarian Aid,181018.672
13020,2019,Burkina Faso,"Foreign Affairs, Trade and Development Canada (DFATD)",678330
13020,2019,Burkina Faso,MSI Reproductive Choices,7722385.104
13020,2019,Burkina Faso,Options Consultancy Services,577469.0809
13020,2019,Burkina Faso,Sweden,33277.72304
13020,2019,Burkina Faso,UNICEF,3001373.982
13020,2019,Burkina Faso,U.S. Agency for International Development,873195.75
13020,2019,Burkina Faso,World Bank,78865.6
13020,2019,Burundi,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Burundi,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),258604.5
13020,2019,Burundi,European Commission - International Partnerships,13252580
13020,2019,Burundi,"Foreign Affairs, Trade and Development Canada (DFATD)",388567.4215
13020,2019,Burundi,Memisa Belgique asbl,99194.66282
13020,2019,Burundi,Ministry of Foreign Affairs of the Netherlands,2152726.633
13020,2019,Burundi,Netherlands Enterprise Agency,90803.7645
13020,2019,Burundi,Nuffic,336884.0933
13020,2019,Burundi,Population Services International,1915819
13020,2019,Burundi,UNICEF,2975712.386
13020,2019,Burundi,U.S. Agency for International Development,3857302.57
13020,2019,Burundi,World Bank,10800000
13020,2019,Cambodia,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Cambodia,Australian Aid,1665360
13020,2019,Cambodia,Diakonia,19062
13020,2019,Cambodia,European Commission - International Partnerships,2001.81344
13020,2019,Cambodia,"Foreign Affairs, Trade and Development Canada (DFATD)",172515.4468
13020,2019,Cambodia,Minority Rights Group,10690.08803
13020,2019,Cambodia,Sweden,68245.22256
13020,2019,Cambodia,UNICEF,2117409.066
13020,2019,Cambodia,U.S. Agency for International Development,4518628.96
13020,2019,Cambodia,World Bank,4323319.74
13020,2019,Cameroon,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Cameroon,Bill and Melinda Gates Foundation,225000
13020,2019,Cameroon,Cordaid,1018202.143
13020,2019,Cameroon,"Foreign Affairs, Trade and Development Canada (DFATD)",12113.71806
13020,2019,Cameroon,International Development Research Centre,3400.73459
13020,2019,Cameroon,MSI Reproductive Choices,772238.5104
13020,2019,Cameroon,UNICEF,1154863.801
13020,2019,Cameroon,World Bank,-200169.98
13020,2019,Canada,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Canada,"Foreign Affairs, Trade and Development Canada (DFATD)",54083.05762
13020,2019,Central African Republic (the),Bill and Melinda Gates Foundation,986685.44
13020,2019,Central African Republic (the),Cordaid,1265886.772
13020,2019,Central African Republic (the),Swiss Agency for Development and Cooperation (SDC),87216
13020,2019,Central African Republic (the),UNICEF,1319616.184
13020,2019,Central African Republic (the),World Bank,11904060
13020,2019,"Central America, regional",Sweden,137480.3033
13020,2019,"Central Asia, regional",International Planned Parenthood Federation,601519.1584
13020,2019,"Central Asia, regional",Sweden,28375.9286
13020,2019,Chad,Bill and Melinda Gates Foundation,225000
13020,2019,Chad,MSI Reproductive Choices,1544477.021
13020,2019,Chad,Swiss Agency for Development and Cooperation (SDC),284317.8906
13020,2019,Chad,UNICEF,1210982.068
13020,2019,Chile,World Health Organization,26722.5
13020,2019,China,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,China,UNICEF,5149817.471
13020,2019,Colombia,"Foreign Affairs, Trade and Development Canada (DFATD)",759097.9391
13020,2019,Colombia,Sweden,620247.6761
13020,2019,Colombia,UNICEF,953365.844
13020,2019,Colombia,World Health Organization,102019.6
13020,2019,Comoros (the),UNICEF,418845.096
13020,2019,Congo (the),UNICEF,155231.446
13020,2019,Congo (the),World Bank,-227052.45
13020,2019,Congo (the Democratic Republic of the),Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Congo (the Democratic Republic of the),Bill and Melinda Gates Foundation,221046
13020,2019,Congo (the Democratic Republic of the),Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),509797.91
13020,2019,Congo (the Democratic Republic of the),Cordaid,1944187.959
13020,2019,Congo (the Democratic Republic of the),"Foreign Affairs, Trade and Development Canada (DFATD)",2365361.977
13020,2019,Congo (the Democratic Republic of the),"Foreign, Commonwealth and Development Office",11856615.28
13020,2019,Congo (the Democratic Republic of the),Humanity & Inclusion - Handicap International UK,14822.52603
13020,2019,Congo (the Democratic Republic of the),IMA World Health,2735042.641
13020,2019,Congo (the Democratic Republic of the),International Development Research Centre,300432.5646
13020,2019,Congo (the Democratic Republic of the),Ipas,1982595.312
13020,2019,Congo (the Democratic Republic of the),Memisa Belgique asbl,880598.451
13020,2019,Congo (the Democratic Republic of the),Ministry of Foreign Affairs of the Netherlands,21262.5292
13020,2019,Congo (the Democratic Republic of the),MSI Reproductive Choices,17761485.74
13020,2019,Congo (the Democratic Republic of the),Options Consultancy Services,560484.6961
13020,2019,Congo (the Democratic Republic of the),Sweden,16949879.56
13020,2019,Congo (the Democratic Republic of the),Swiss Agency for Development and Cooperation (SDC),1288627.169
13020,2019,Congo (the Democratic Republic of the),UNICEF,6148073.682
13020,2019,Congo (the Democratic Republic of the),U.S. Agency for International Development,76968643.67
13020,2019,Congo (the Democratic Republic of the),Women's Refugee Commission,1056
13020,2019,Congo (the Democratic Republic of the),World Bank,39360000
13020,2019,Cook Islands (the),New Zealand Ministry of Foreign Affairs and Trade,9137.58615
13020,2019,Costa Rica,World Health Organization,1489.6
13020,2019,Côte d'Ivoire,European Commission - International Partnerships,169065.2239
13020,2019,Côte d'Ivoire,"Foreign Affairs, Trade and Development Canada (DFATD)",596930.4
13020,2019,Côte d'Ivoire,Mannion Daniels Ltd,468501.165
13020,2019,Côte d'Ivoire,MINISTRY OF FOREIGN AFFAIRS IN JAPAN,38299600
13020,2019,Côte d'Ivoire,MSI Reproductive Choices,772238.5104
13020,2019,Côte d'Ivoire,UNICEF,5753570.462
13020,2019,Croatia,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Croatia,UNICEF,752108.512
13020,2019,Cuba,UNICEF,266630.636
13020,2019,"Developing countries, unspecified",Bill and Melinda Gates Foundation,105862792.2
13020,2019,"Developing countries, unspecified",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),60453000
13020,2019,"Developing countries, unspecified",Directorate-general Development Cooperation and Humanitarian Aid,2239000
13020,2019,"Developing countries, unspecified",European Commission - International Partnerships,11432988.47
13020,2019,"Developing countries, unspecified","Foreign Affairs, Trade and Development Canada (DFATD)",64114.96745
13020,2019,"Developing countries, unspecified","Foreign, Commonwealth and Development Office",47354868.86
13020,2019,"Developing countries, unspecified",International Development Research Centre,-8144.254
13020,2019,"Developing countries, unspecified",International Planned Parenthood Federation,1334242.8
13020,2019,"Developing countries, unspecified",Ipas,1119500
13020,2019,"Developing countries, unspecified",Ministry for Foreign Affairs of Finland,8142475
13020,2019,"Developing countries, unspecified","Ministry of Foreign Affairs, Denmark",16942305.53
13020,2019,"Developing countries, unspecified",Ministry of Foreign Affairs of the Netherlands,278326948.6
13020,2019,"Developing countries, unspecified",MSI Reproductive Choices,6226131.031
13020,2019,"Developing countries, unspecified",New Zealand Ministry of Foreign Affairs and Trade,1763627.5
13020,2019,"Developing countries, unspecified",Norad - Norwegian Agency for Development Cooperation,17635770.9
13020,2019,"Developing countries, unspecified",Sweden,70373713.53
13020,2019,"Developing countries, unspecified",Swiss Agency for Development and Cooperation (SDC),3229079.218
13020,2019,"Developing countries, unspecified",U.S. Agency for International Development,178047023.3
13020,2019,"Developing countries, unspecified",Women's Refugee Commission,70447.6225
13020,2019,Djibouti,AICS - Italian Agency for Cooperation and Development,585224.948
13020,2019,Djibouti,UNICEF,292871.601
13020,2019,Dominican Republic (the),UNICEF,712673.718
13020,2019,Dominican Republic (the),U.S. Agency for International Development,-15337
13020,2019,Dominican Republic (the),World Health Organization,461500.6
13020,2019,"Eastern Africa, regional",Sweden,227987.7198
13020,2019,Ecuador,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Ecuador,Flemish Interuniversity Council for University Development Cooperation (VLIR-UOS),
13020,2019,Ecuador,"Foreign Affairs, Trade and Development Canada (DFATD)",12934.9391
13020,2019,Ecuador,UNICEF,142633.268
13020,2019,Ecuador,World Health Organization,173191.9
13020,2019,Egypt,Norad - Norwegian Agency for Development Cooperation,2455300
13020,2019,Egypt,Sweden,291881.2593
13020,2019,Egypt,UNICEF,668014.825
13020,2019,Egypt,U.S. Agency for International Development,236726.09
13020,2019,El Salvador,AECID Spanish Agency for International Development Cooperation,1341675.027
13020,2019,El Salvador,"Foreign Affairs, Trade and Development Canada (DFATD)",989960.8015
13020,2019,El Salvador,UNICEF,570781.352
13020,2019,El Salvador,World Bank,-1215855.8
13020,2019,Equatorial Guinea,AECID Spanish Agency for International Development Cooperation,1251252.898
13020,2019,Equatorial Guinea,UNICEF,3204.934
13020,2019,Estonia,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Eswatini,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Eswatini,Australian Aid,17572.71218
13020,2019,Eswatini,Norad - Norwegian Agency for Development Cooperation,50557.482
13020,2019,Eswatini,UNICEF,685732.905
13020,2019,Ethiopia,AECID Spanish Agency for International Development Cooperation,454855.5
13020,2019,Ethiopia,AICS - Italian Agency for Cooperation and Development,1820824.31
13020,2019,Ethiopia,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Ethiopia,Amref Flying Doctors,532470.1894
13020,2019,Ethiopia,Amref Health Africa in Ethiopia,177001.6831
13020,2019,Ethiopia,Amref Health Africa - UK,251355.9804
13020,2019,Ethiopia,Bill and Melinda Gates Foundation,17419640.27
13020,2019,Ethiopia,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),559748.8805
13020,2019,Ethiopia,CARE International UK,265857.5584
13020,2019,Ethiopia,Charity Projects Ltd (Comic Relief),-14488.2666
13020,2019,Ethiopia,CHOICE for Youth and Sexuality,245197.6336
13020,2019,Ethiopia,Cordaid,6454735.178
13020,2019,Ethiopia,dance4life,12077.08739
13020,2019,Ethiopia,Danish Family Planning Association,604400
13020,2019,Ethiopia,DFAT / Irish Aid,4717.02
13020,2019,Ethiopia,Ethiopiaid,557151.5786
13020,2019,Ethiopia,Ethiopiaid Ireland,53233.8169
13020,2019,Ethiopia,European Commission - International Partnerships,396786.9735
13020,2019,Ethiopia,Family Guidance Association Of Ethiopia,6374548.269
13020,2019,Ethiopia,"Foreign Affairs, Trade and Development Canada (DFATD)",4590258.82
13020,2019,Ethiopia,"Foreign, Commonwealth and Development Office",40844275.64
13020,2019,Ethiopia,International Development Research Centre,184072.9482
13020,2019,Ethiopia,International Planned Parenthood Federation,358558.2349
13020,2019,Ethiopia,Ministry for Foreign Affairs of Finland,152364.376
13020,2019,Ethiopia,Ministry of Foreign Affairs of the Netherlands,49567307.58
13020,2019,Ethiopia,Minority Rights Group,10690.08803
13020,2019,Ethiopia,MSI Reproductive Choices,17303292
13020,2019,Ethiopia,Norad - Norwegian Agency for Development Cooperation,183291
13020,2019,Ethiopia,Plan International Netherlands,155223.4889
13020,2019,Ethiopia,Royal Tropical Institute,322262.6285
13020,2019,Ethiopia,Rutgers,4222303.435
13020,2019,Ethiopia,Save The Children International,1535414.584
13020,2019,Ethiopia,Sweden,5926191.462
13020,2019,Ethiopia,UNICEF,17710339.47
13020,2019,Ethiopia,U.S. Agency for International Development,69490302.68
13020,2019,"Europe, regional","Foreign Affairs, Trade and Development Canada (DFATD)",587886
13020,2019,"Europe, regional",U.S. Agency for International Development,9708.36
13020,2019,Fiji,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Fiji,Australian Aid,233172.2461
13020,2019,Fiji,New Zealand Ministry of Foreign Affairs and Trade,9145.8108
13020,2019,Fiji,UNICEF,1192464.58
13020,2019,France,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Gabon,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Gabon,UNICEF,17481.668
13020,2019,Gambia (the),Mannion Daniels Ltd,241073.415
13020,2019,Gambia (the),UNICEF,1522.69
13020,2019,Georgia,AFEW International,53399.13722
13020,2019,Georgia,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Georgia,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),386980.9235
13020,2019,Georgia,UNICEF,691303.869
13020,2019,Georgia,World Bank,-353320
13020,2019,Germany,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Ghana,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Ghana,Bill and Melinda Gates Foundation,3119599.01
13020,2019,Ghana,dance4life,11327.5866
13020,2019,Ghana,European Commission - International Partnerships,-46693.41036
13020,2019,Ghana,"Foreign Affairs, Trade and Development Canada (DFATD)",1371744.979
13020,2019,Ghana,International Planned Parenthood Federation,610293.6982
13020,2019,Ghana,Ministry of Foreign Affairs of the Netherlands,-140988.3585
13020,2019,Ghana,Stichting Simavi,
13020,2019,Ghana,UNICEF,1543717.342
13020,2019,Ghana,U.S. Agency for International Development,16425153.5
13020,2019,Ghana,World Bank,7375462.2
13020,2019,Greece,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Grenada,World Health Organization,15861.4
13020,2019,Guatemala,Bill and Melinda Gates Foundation,139909.75
13020,2019,Guatemala,European Commission - International Partnerships,1807675.609
13020,2019,Guatemala,"Foreign Affairs, Trade and Development Canada (DFATD)",1756890.455
13020,2019,Guatemala,Sweden,14181622.06
13020,2019,Guatemala,UNICEF,948141.696
13020,2019,Guatemala,U.S. Agency for International Development,3128171.65
13020,2019,Guatemala,World Bank,-1291668.99
13020,2019,Guatemala,World Health Organization,606679.6
13020,2019,Guinea,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Guinea,Bill and Melinda Gates Foundation,-54139.8
13020,2019,Guinea,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),11627022.13
13020,2019,Guinea,Directorate-general Development Cooperation and Humanitarian Aid,80936.4915
13020,2019,Guinea,Memisa Belgique asbl,42938.58382
13020,2019,Guinea,UNICEF,3962269.519
13020,2019,Guinea,U.S. Agency for International Development,7502344.1
13020,2019,Guinea,World Bank,-185818.05
13020,2019,Guinea-Bissau,UNICEF,642763.53
13020,2019,Guinea-Bissau,World Bank,102517.31
13020,2019,Guyana,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Guyana,"Foreign Affairs, Trade and Development Canada (DFATD)",12934.9391
13020,2019,Guyana,World Health Organization,87591
13020,2019,Haiti,"Foreign Affairs, Trade and Development Canada (DFATD)",3254314.018
13020,2019,Haiti,UNICEF,2594342.074
13020,2019,Haiti,U.S. Agency for International Development,31746359.08
13020,2019,Haiti,World Bank,8800000
13020,2019,Haiti,World Health Organization,486755.2
13020,2019,Honduras,Bill and Melinda Gates Foundation,702155
13020,2019,Honduras,European Commission - International Partnerships,8086320
13020,2019,Honduras,"Foreign Affairs, Trade and Development Canada (DFATD)",1504523.074
13020,2019,Honduras,Norad - Norwegian Agency for Development Cooperation,174493.1462
13020,2019,Honduras,UNICEF,1219100.246
13020,2019,Honduras,World Health Organization,426766.5
13020,2019,Hungary,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,India,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,India,Bill and Melinda Gates Foundation,53948407.35
13020,2019,India,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),101890.173
13020,2019,India,DFAT / Irish Aid,9358.7923
13020,2019,India,European Commission - International Partnerships,235112.7751
13020,2019,India,Memisa Belgique asbl,53685.07848
13020,2019,India,Norad - Norwegian Agency for Development Cooperation,76688.0408
13020,2019,India,Population Services International,2120208.396
13020,2019,India,Stichting Simavi,469691.2738
13020,2019,India,UNICEF,20585549.33
13020,2019,India,U.S. Agency for International Development,22122587.23
13020,2019,India,World Bank,24901665.33
13020,2019,Indonesia,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Indonesia,Australian Aid,101556.7268
13020,2019,Indonesia,CHOICE for Youth and Sexuality,151558.7915
13020,2019,Indonesia,dance4life,381048.8889
13020,2019,Indonesia,Plan International Netherlands,98447.40823
13020,2019,Indonesia,Royal Tropical Institute,346827.817
13020,2019,Indonesia,Rutgers,4222303.435
13020,2019,Indonesia,Stichting Simavi,
13020,2019,Indonesia,UNICEF,3104559.101
13020,2019,Indonesia,U.S. Agency for International Development,43621826.49
13020,2019,Iran (Islamic Republic of),Australian Aid,19139.91448
13020,2019,Iran (Islamic Republic of),UNICEF,145028.963
13020,2019,Iraq,"Foreign Affairs, Trade and Development Canada (DFATD)",103692.2371
13020,2019,Iraq,Sweden,1586311.192
13020,2019,Iraq,UNICEF,3457293.785
13020,2019,Jamaica,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Jamaica,European Commission - International Partnerships,3324866.503
13020,2019,Jamaica,UNICEF,324612.668
13020,2019,Jamaica,World Health Organization,21550.6
13020,2019,Japan,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Jordan,Australian Aid,68646.44937
13020,2019,Jordan,International Development Research Centre,259589.6205
13020,2019,Jordan,UNICEF,4907272.488
13020,2019,Jordan,U.S. Agency for International Development,22738718.05
13020,2019,Kazakhstan,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Kazakhstan,UNICEF,614269.944
13020,2019,Kenya,AICS - Italian Agency for Cooperation and Development,243337.2292
13020,2019,Kenya,Aidsfonds - Soaaids Nederland,802660.3695
13020,2019,Kenya,Amref Flying Doctors,1269342.838
13020,2019,Kenya,Amref Health Africa in Kenya,591974.2175
13020,2019,Kenya,Bill and Melinda Gates Foundation,15089753.48
13020,2019,Kenya,CARE International UK,96429.74948
13020,2019,Kenya,Child.org,52838.65987
13020,2019,Kenya,CHOICE for Youth and Sexuality,165387.0366
13020,2019,Kenya,dance4life,357621.9944
13020,2019,Kenya,Danish Family Planning Association,1390120
13020,2019,Kenya,DFAT / Irish Aid,153424.5459
13020,2019,Kenya,Faith to Action Network,1224679.915
13020,2019,Kenya,"Foreign Affairs, Trade and Development Canada (DFATD)",305860.3047
13020,2019,Kenya,"Foreign, Commonwealth and Development Office",3734132.717
13020,2019,Kenya,International Development Research Centre,147771.876
13020,2019,Kenya,International Planned Parenthood Federation,998905.5714
13020,2019,Kenya,Mannion Daniels Ltd,718671.69
13020,2019,Kenya,Ministry of Foreign Affairs of the Netherlands,349904.0512
13020,2019,Kenya,Minority Rights Group,10690.08803
13020,2019,Kenya,MSI Reproductive Choices,5300653.486
13020,2019,Kenya,Norad - Norwegian Agency for Development Cooperation,727599.9476
13020,2019,Kenya,Options Consultancy Services,1541349.712
13020,2019,Kenya,Plan International Netherlands,116580.3863
13020,2019,Kenya,Population Services International,1416745.726
13020,2019,Kenya,Population Services Kenya,35420781
13020,2019,Kenya,Royal Tropical Institute,285302.336
13020,2019,Kenya,Rutgers,4222303.435
13020,2019,Kenya,Save The Children International,171217.2064
13020,2019,Kenya,Stichting Simavi,
13020,2019,Kenya,Sweden,84603.26357
13020,2019,Kenya,UNICEF,4350716.523
13020,2019,Kenya,U.S. Agency for International Development,46090829.98
13020,2019,Kenya,World Bank,10047113.7
13020,2019,Kiribati,Australian Aid,144851.625
13020,2019,Kiribati,New Zealand Ministry of Foreign Affairs and Trade,9137.58615
13020,2019,Korea (the Democratic People's Republic of),UNICEF,1647630
13020,2019,Korea (the Republic of),Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Kosovo,UNICEF,818899.368
13020,2019,Kyrgyzstan,AFEW International,364163.8834
13020,2019,Kyrgyzstan,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Kyrgyzstan,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),21270500
13020,2019,Kyrgyzstan,UNICEF,2458074.112
13020,2019,Kyrgyzstan,World Bank,2501257.56
13020,2019,Lao People's Democratic Republic (the),UNICEF,886598.467
13020,2019,Lao People's Democratic Republic (the),U.S. Agency for International Development,-918.55
13020,2019,Lao People's Democratic Republic (the),World Bank,1956069.2
13020,2019,Lebanon,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),3002499
13020,2019,Lebanon,Diakonia,25733.7
13020,2019,Lebanon,International Development Research Centre,360046.093
13020,2019,Lebanon,UNICEF,304801.058
13020,2019,Lebanon,World Bank,697907.8
13020,2019,Lesotho,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Lesotho,UNICEF,411879.846
13020,2019,Lesotho,World Bank,393704.34
13020,2019,Liberia,Bill and Melinda Gates Foundation,122903.8
13020,2019,Liberia,DFAT / Irish Aid,112310
13020,2019,Liberia,Mannion Daniels Ltd,718671.69
13020,2019,Liberia,Sweden,6353800.302
13020,2019,Liberia,UNICEF,3598051.747
13020,2019,Liberia,U.S. Agency for International Development,14938867.36
13020,2019,Libya,UNICEF,4035365.583
13020,2019,Lithuania,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Madagascar,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Madagascar,MSI Reproductive Choices,6913027.461
13020,2019,Madagascar,Options Consultancy Services,515339.3553
13020,2019,Madagascar,UNICEF,2238484.752
13020,2019,Madagascar,U.S. Agency for International Development,24991595.03
13020,2019,Madagascar,World Bank,-129605.45
13020,2019,Malawi,Aidsfonds - Soaaids Nederland,233336.5633
13020,2019,Malawi,Amref Flying Doctors,456403.0195
