Sector Code - Calculated,Transaction Year - Calculated,Recipient Name,Reporting Organisation Narrative,x_transaction_value_usd_Sum
13020,2019,Malawi,Amref Health Africa in Malawi,260360.3491
13020,2019,Malawi,Amref Health Africa - UK,55250.8
13020,2019,Malawi,Bill and Melinda Gates Foundation,6870007.54
13020,2019,Malawi,CHOICE for Youth and Sexuality,195668.9966
13020,2019,Malawi,"Foreign Affairs, Trade and Development Canada (DFATD)",859889.817
13020,2019,Malawi,International Development Research Centre,97337.7732
13020,2019,Malawi,Ministry for Foreign Affairs of Finland,201198.8726
13020,2019,Malawi,MSI Reproductive Choices,5990406.532
13020,2019,Malawi,Norad - Norwegian Agency for Development Cooperation,744072.955
13020,2019,Malawi,Options Consultancy Services,552149.3093
13020,2019,Malawi,Plan International Netherlands,159463.2928
13020,2019,Malawi,Royal Tropical Institute,221459.49
13020,2019,Malawi,Rutgers,4222303.435
13020,2019,Malawi,Stichting Simavi,757305.7722
13020,2019,Malawi,Sweden,100218.2056
13020,2019,Malawi,UNICEF,3543946.831
13020,2019,Malawi,U.S. Agency for International Development,40054416.11
13020,2019,Malawi,World Bank,1578135.55
13020,2019,Malaysia,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Maldives,UNICEF,2329.012
13020,2019,Mali,AECID Spanish Agency for International Development Cooperation,2529540.026
13020,2019,Mali,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Mali,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),55639.15
13020,2019,Mali,"Foreign Affairs, Trade and Development Canada (DFATD)",6822516.04
13020,2019,Mali,Mannion Daniels Ltd,241073.415
13020,2019,Mali,Ministry of Foreign Affairs of the Netherlands,42466565.11
13020,2019,Mali,MSI Reproductive Choices,18061518.24
13020,2019,Mali,Norad - Norwegian Agency for Development Cooperation,141507.8466
13020,2019,Mali,Nuffic,1037744.4
13020,2019,Mali,Sweden,1731628.053
13020,2019,Mali,UNICEF,8687110.387
13020,2019,Mali,U.S. Agency for International Development,32597625.18
13020,2019,Mali,World Bank,15769335.75
13020,2019,Marshall Islands (the),World Bank,1529000
13020,2019,Mauritania,AECID Spanish Agency for International Development Cooperation,673860
13020,2019,Mauritania,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Mauritania,Memisa Belgique asbl,41407.79852
13020,2019,Mauritania,MSI Reproductive Choices,772238.5104
13020,2019,Mauritania,UNICEF,934617.444
13020,2019,Mauritania,World Bank,1543407
13020,2019,Mauritius,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Mexico,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Mexico,International Development Research Centre,8978.2678
13020,2019,Mexico,U.S. Agency for International Development,4654.16
13020,2019,Mexico,World Health Organization,305630
13020,2019,"Middle East, regional",International Development Research Centre,64679.39
13020,2019,"Middle East, regional",International Planned Parenthood Federation,401012.7722
13020,2019,"Middle East, regional",The Open University,125832.937
13020,2019,"Middle East, regional",Women's Refugee Commission,1056
13020,2019,Moldova (the Republic of),Swiss Agency for Development and Cooperation (SDC),241529.1648
13020,2019,Moldova (the Republic of),UNICEF,1018063.398
13020,2019,Mongolia,UNICEF,995828.535
13020,2019,Montenegro,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Morocco,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Morocco,International Development Research Centre,154503.505
13020,2019,Morocco,UNICEF,71209.792
13020,2019,Mozambique,AICS - Italian Agency for Cooperation and Development,1408342.475
13020,2019,Mozambique,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Mozambique,Bill and Melinda Gates Foundation,989963.7
13020,2019,Mozambique,CHOICE for Youth and Sexuality,214001.432
13020,2019,Mozambique,DFAT / Irish Aid,1033252
13020,2019,Mozambique,Flemish Interuniversity Council for University Development Cooperation (VLIR-UOS),3420.9626
13020,2019,Mozambique,"Foreign Affairs, Trade and Development Canada (DFATD)",9254823.461
13020,2019,Mozambique,"Foreign, Commonwealth and Development Office",8213236.653
13020,2019,Mozambique,International Development Research Centre,114409.8172
13020,2019,Mozambique,Ministry of Foreign Affairs of the Netherlands,2246200
13020,2019,Mozambique,Nuffic,262608.9204
13020,2019,Mozambique,Plan International Netherlands,181013.1641
13020,2019,Mozambique,Royal Tropical Institute,202983.262
13020,2019,Mozambique,Sweden,8407333.198
13020,2019,Mozambique,UNICEF,5167465.849
13020,2019,Mozambique,U.S. Agency for International Development,31203608.33
13020,2019,Mozambique,World Bank,-60303.5
13020,2019,Mozambique,Young Africa International HUB,945088.65
13020,2019,Myanmar,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Myanmar,Australian Aid,451035
13020,2019,Myanmar,Diakonia,145824.3
13020,2019,Myanmar,European Commission - International Partnerships,507727.9595
13020,2019,Myanmar,"Foreign Affairs, Trade and Development Canada (DFATD)",514825.1042
13020,2019,Myanmar,"Foreign, Commonwealth and Development Office",13411681.09
13020,2019,Myanmar,"Ministry of Foreign Affairs, Denmark",-626.582
13020,2019,Myanmar,Minority Rights Group,10690.08803
13020,2019,Myanmar,New Zealand Ministry of Foreign Affairs and Trade,503344.7027
13020,2019,Myanmar,Norad - Norwegian Agency for Development Cooperation,254714.1924
13020,2019,Myanmar,Save The Children International,11855638.06
13020,2019,Myanmar,Sweden,4230163.179
13020,2019,Myanmar,UNICEF,4322388.2
13020,2019,Myanmar,U.S. Agency for International Development,5448650.57
13020,2019,Namibia,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Namibia,European Commission - International Partnerships,-2474573.4
13020,2019,Namibia,Sweden,12736.04839
13020,2019,Namibia,UNICEF,881974.447
13020,2019,Nepal,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Nepal,Australian Aid,219533.661
13020,2019,Nepal,dance4life,357621.9944
13020,2019,Nepal,"Foreign, Commonwealth and Development Office",511446.4382
13020,2019,Nepal,Humanity & Inclusion - Handicap International UK,5700.97155
13020,2019,Nepal,MSI Reproductive Choices,3757591.84
13020,2019,Nepal,Norad - Norwegian Agency for Development Cooperation,345210.041
13020,2019,Nepal,Stichting Simavi,28616.45749
13020,2019,Nepal,UNICEF,2151591.567
13020,2019,Nepal,U.S. Agency for International Development,29433637.36
13020,2019,Nepal,Women's Refugee Commission,1122
13020,2019,Netherlands (the),Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Netherlands (the),Amref Flying Doctors,561550
13020,2019,Netherlands (the),CHOICE for Youth and Sexuality,79322.75604
13020,2019,Netherlands (the),Royal Tropical Institute,165288.5775
13020,2019,Netherlands (the),Rutgers,500274.7871
13020,2019,Netherlands (the),Stichting Simavi,279165.7968
13020,2019,New Zealand,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Nicaragua,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Nicaragua,Diakonia,148111.74
13020,2019,Nicaragua,"Foreign Affairs, Trade and Development Canada (DFATD)",891899.8791
13020,2019,Nicaragua,Plan International Netherlands,188923.5734
13020,2019,Nicaragua,UNICEF,1020436.102
13020,2019,Nigeria,Aidsfonds - Soaaids Nederland,201059.652
13020,2019,Nigeria,Bill and Melinda Gates Foundation,17812656.45
13020,2019,Nigeria,European Commission - International Partnerships,89741.04719
13020,2019,Nigeria,"Foreign Affairs, Trade and Development Canada (DFATD)",2361467.872
13020,2019,Nigeria,"Foreign, Commonwealth and Development Office",5837852.453
13020,2019,Nigeria,International Development Research Centre,1216481.83
13020,2019,Nigeria,Ipas,154890.2588
13020,2019,Nigeria,Mannion Daniels Ltd,959745.105
13020,2019,Nigeria,Ministry of Foreign Affairs of the Netherlands,148684.9628
13020,2019,Nigeria,MSI Reproductive Choices,23939393.82
13020,2019,Nigeria,Options Consultancy Services,2755912.905
13020,2019,Nigeria,UNICEF,3069356.364
13020,2019,Nigeria,U.S. Agency for International Development,82402381.91
13020,2019,Nigeria,World Bank,11146919.1
13020,2019,Niger (the),Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),16792500
13020,2019,Niger (the),"Foreign Affairs, Trade and Development Canada (DFATD)",524575.2
13020,2019,Niger (the),International Development Research Centre,702804.2552
13020,2019,Niger (the),MSI Reproductive Choices,6950146.593
13020,2019,Niger (the),UNICEF,2534204.815
13020,2019,Niger (the),U.S. Agency for International Development,2447916
13020,2019,Niger (the),World Bank,37065616.42
13020,2019,"North & Central America, regional",Bill and Melinda Gates Foundation,2760000
13020,2019,"North & Central America, regional",Ipas,895600
13020,2019,"North & Central America, regional",World Bank,3978000
13020,2019,North Macedonia,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,North Macedonia,UNICEF,490653.397
13020,2019,Norway,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,"Oceania, regional",International Planned Parenthood Federation,200506.3861
13020,2019,"Oceania, regional",New Zealand Ministry of Foreign Affairs and Trade,237303.3087
13020,2019,Pakistan,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Pakistan,Bill and Melinda Gates Foundation,2154131.45
13020,2019,Pakistan,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),2798750
13020,2019,Pakistan,dance4life,393223.5344
13020,2019,Pakistan,"Foreign Affairs, Trade and Development Canada (DFATD)",294882.3762
13020,2019,Pakistan,"Foreign, Commonwealth and Development Office",11268313.61
13020,2019,Pakistan,International Planned Parenthood Federation,1396857.835
13020,2019,Pakistan,MSI Reproductive Choices,7941870.539
13020,2019,Pakistan,Options Consultancy Services,515339.3553
13020,2019,Pakistan,Plan International Netherlands,-15956.63652
13020,2019,Pakistan,Rutgers,4222303.435
13020,2019,Pakistan,UNICEF,15706435.99
13020,2019,Pakistan,U.S. Agency for International Development,12447358.47
13020,2019,Pakistan,World Bank,540063.24
13020,2019,"Palestine, State of",AECID Spanish Agency for International Development Cooperation,210581.25
13020,2019,"Palestine, State of",AICS - Italian Agency for Cooperation and Development,279875
13020,2019,"Palestine, State of",International Development Research Centre,238174.2255
13020,2019,"Palestine, State of",Norad - Norwegian Agency for Development Cooperation,3503656
13020,2019,"Palestine, State of",Sweden,1110417.834
13020,2019,"Palestine, State of",UNICEF,3093579.261
13020,2019,Panama,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Panama,World Bank,-683112.64
13020,2019,Papua New Guinea,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Papua New Guinea,Australian Aid,5556540.457
13020,2019,Papua New Guinea,New Zealand Ministry of Foreign Affairs and Trade,9137.58615
13020,2019,Papua New Guinea,UNICEF,2770409.251
13020,2019,Paraguay,Aidsfonds - Soaaids Nederland,58.28125
13020,2019,Paraguay,Australian Aid,17206.6383
13020,2019,Paraguay,Diakonia,158646.672
13020,2019,Paraguay,"Foreign Affairs, Trade and Development Canada (DFATD)",12934.9391
13020,2019,Paraguay,Sweden,126494.2689
13020,2019,Paraguay,UNICEF,3280617.647
13020,2019,Paraguay,World Bank,10350000
13020,2019,Paraguay,World Health Organization,175878.3
13020,2019,Peru,AECID Spanish Agency for International Development Cooperation,1474068.75
13020,2019,Peru,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Peru,Diakonia,102172.32
13020,2019,Peru,"Foreign Affairs, Trade and Development Canada (DFATD)",659768.3939
13020,2019,Peru,International Development Research Centre,8714.2011
13020,2019,Peru,Sweden,112223.1206
13020,2019,Peru,UNICEF,-19.776
13020,2019,Peru,World Bank,-177040
13020,2019,Peru,World Health Organization,340304.8
13020,2019,Philippines (the),European Commission - International Partnerships,-79937.23774
13020,2019,Philippines (the),"Foreign Affairs, Trade and Development Canada (DFATD)",593967.0506
13020,2019,Philippines (the),Norad - Norwegian Agency for Development Cooperation,41112
13020,2019,Philippines (the),UNICEF,968945.31
13020,2019,Philippines (the),U.S. Agency for International Development,4799970.01
13020,2019,Philippines (the),WGNRR,499442.7722
13020,2019,Philippines (the),World Bank,-309106.36
13020,2019,Poland,Aidsfonds - Soaaids Nederland,151.7822854
13020,2019,Portugal,Aidsfonds - Soaaids Nederland,210.0635354
13020,2019,Qatar,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Réunion,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Romania,Aidsfonds - Soaaids Nederland,19193.19202
13020,2019,Romania,World Bank,-1750714.63
13020,2019,Russian Federation (the),Aidsfonds - Soaaids Nederland,19251.47327
13020,2019,Rwanda,ActionAid Rwanda,784486.3785
13020,2019,Rwanda,Aidsfonds - Soaaids Nederland,19193.19202
13020,2019,Rwanda,Bill and Melinda Gates Foundation,2650556.25
13020,2019,Rwanda,Directorate-general Development Cooperation and Humanitarian Aid,52548665.02
13020,2019,Rwanda,Flemish Interuniversity Council for University Development Cooperation (VLIR-UOS),61346.18427
13020,2019,Rwanda,"Foreign Affairs, Trade and Development Canada (DFATD)",680691.4824
13020,2019,Rwanda,Handicap International Belgique,196932.7548
13020,2019,Rwanda,International Development Research Centre,303749.7848
13020,2019,Rwanda,Sweden,16061.40082
13020,2019,Rwanda,UNICEF,2768417.884
13020,2019,Rwanda,U.S. Agency for International Development,14319342.27
13020,2019,Saint Kitts and Nevis,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Saint Kitts and Nevis,World Health Organization,22911.6
13020,2019,Saint Lucia,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Saint Lucia,World Health Organization,65115
13020,2019,Saint Martin (French part),Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Saint Pierre and Miquelon,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Saint Vincent and the Grenadines,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Saint Vincent and the Grenadines,World Health Organization,4384.1
13020,2019,Samoa,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Samoa,Australian Aid,163611.2476
13020,2019,Samoa,New Zealand Ministry of Foreign Affairs and Trade,9137.58615
13020,2019,San Marino,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Sao Tome and Principe,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Sao Tome and Principe,UNICEF,45919.248
13020,2019,Saudi Arabia,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Saudi Arabia,UNICEF,264981.771
13020,2019,Senegal,Action Against Hunger,528762.5184
13020,2019,Senegal,AFD,399287.1176
13020,2019,Senegal,Aidsfonds - Soaaids Nederland,19193.19202
13020,2019,Senegal,dance4life,357621.9944
13020,2019,Senegal,Directorate-general Development Cooperation and Humanitarian Aid,9937958.23
13020,2019,Senegal,"Foreign Affairs, Trade and Development Canada (DFATD)",1033951.099
13020,2019,Senegal,International Development Research Centre,132147.1134
13020,2019,Senegal,MSI Reproductive Choices,4633431.062
13020,2019,Senegal,UNICEF,510738.192
13020,2019,Senegal,U.S. Agency for International Development,20379674.43
13020,2019,Senegal,World Bank,12573288.12
13020,2019,Serbia,Aidsfonds - Soaaids Nederland,19193.19202
13020,2019,Serbia,UNICEF,135475.337
13020,2019,Seychelles,Aidsfonds - Soaaids Nederland,19193.19202
13020,2019,Sierra Leone,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Sierra Leone,Bill and Melinda Gates Foundation,264010.65
13020,2019,Sierra Leone,CUAMM - Doctors with Africa,1531528.318
13020,2019,Sierra Leone,DFAT / Irish Aid,4402.799082
13020,2019,Sierra Leone,European Commission - International Partnerships,-1851969.55
13020,2019,Sierra Leone,"Foreign Affairs, Trade and Development Canada (DFATD)",535044.0026
13020,2019,Sierra Leone,"Foreign, Commonwealth and Development Office",24101595.71
13020,2019,Sierra Leone,GOAL UK,779819.762
13020,2019,Sierra Leone,International Rescue Committee Inc.,5982814.565
13020,2019,Sierra Leone,IRC-UK,3051815.483
13020,2019,Sierra Leone,Leonard Cheshire,503244.3776
13020,2019,Sierra Leone,Mannion Daniels Ltd,718671.69
13020,2019,Sierra Leone,MSI Reproductive Choices,12152567.03
13020,2019,Sierra Leone,UNICEF,26894079.41
13020,2019,Sierra Leone,U.S. Agency for International Development,648942.48
13020,2019,Sierra Leone,Welbodi Partnership,43987.2476
13020,2019,Sierra Leone,World Bank,667206.02
13020,2019,Singapore,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Sint Maarten (Dutch part),Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Slovakia,Aidsfonds - Soaaids Nederland,19193.19202
13020,2019,Slovenia,Aidsfonds - Soaaids Nederland,19099.69098
13020,2019,Solomon Islands,Aidsfonds - Soaaids Nederland,19041.40973
13020,2019,Solomon Islands,Australian Aid,144851.625
13020,2019,Solomon Islands,New Zealand Ministry of Foreign Affairs and Trade,9137.58615
